iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PVLA","PALVELLA THERAPEUTICS INC","Health Care","Equity","43,433,701.08","0.05","43,433,701.08","286,332.00","151.69","United States","NASDAQ","USD","1.00","USD","-"
"UNIT","UNITI GROUP INC","Communication","Equity","43,419,667.68","0.05","43,419,667.68","4,467,044.00","9.72","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS","Health Care","Equity","43,327,554.30","0.05","43,327,554.30","1,496,634.00","28.95","United States","NASDAQ","USD","1.00","USD","-"
"BLKB","BLACKBAUD","Information Technology","Equity","43,261,820.90","0.05","43,261,820.90","947,270.00","45.67","United States","NASDAQ","USD","1.00","USD","-"
"OBK","ORIGIN BANCORP INC","Financials","Equity","43,170,417.48","0.05","43,170,417.48","793,428.00","54.41","United States","NYSE","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","43,026,074.52","0.05","43,026,074.52","762,333.00","56.44","United States","NYSE","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING","Information Technology","Equity","42,755,415.68","0.05","42,755,415.68","5,364,544.00","7.97","United States","NASDAQ","USD","1.00","USD","-"
"SRCE","1ST SOURCE","Financials","Equity","42,733,715.44","0.05","42,733,715.44","489,112.00","87.37","United States","NASDAQ","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS","Financials","Equity","42,605,512.95","0.05","42,605,512.95","1,096,667.00","38.85","United States","NYSE","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE","Consumer Discretionary","Equity","42,562,529.73","0.05","42,562,529.73","2,179,341.00","19.53","United States","NYSE","USD","1.00","USD","-"
"SNDX","SYNDAX PHARMACEUTICALS","Health Care","Equity","42,527,868.25","0.05","42,527,868.25","2,317,595.00","18.35","United States","NASDAQ","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL","Industrials","Equity","42,486,384.06","0.05","42,486,384.06","481,214.00","88.29","United States","NASDAQ","USD","1.00","USD","-"
"STOK","STOKE THERAPEUTICS","Health Care","Equity","42,418,487.20","0.05","42,418,487.20","1,433,057.00","29.60","United States","NASDAQ","USD","1.00","USD","-"
"TCBK","TRICO BANCSHARES","Financials","Equity","42,418,994.76","0.05","42,418,994.76","790,809.00","53.64","United States","NASDAQ","USD","1.00","USD","-"
"GENI","GENIUS SPORTS LTD","Consumer Discretionary","Equity","42,251,766.00","0.05","42,251,766.00","6,213,495.00","6.80","United Kingdom","NYSE","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","42,236,253.54","0.05","42,236,253.54","740,727.00","57.02","United States","NYSE","USD","1.00","USD","-"
"PRCH","PORCH GROUP","Financials","Equity","42,144,518.92","0.05","42,144,518.92","2,551,121.00","16.52","United States","NASDAQ","USD","1.00","USD","-"
"NTLA","INTELLIA THERAPEUTICS","Health Care","Equity","41,875,033.48","0.05","41,875,033.48","3,527,804.00","11.87","United States","NASDAQ","USD","1.00","USD","-"
"SFL","SFL","Energy","Equity","41,847,785.44","0.05","41,847,785.44","3,209,186.00","13.04","United States","NYSE","USD","1.00","USD","-"
"PLAB","PHOTRONICS","Information Technology","Equity","41,483,477.84","0.05","41,483,477.84","1,527,374.00","27.16","United States","NASDAQ","USD","1.00","USD","-"
"BFC","BANK FIRST CORP","Financials","Equity","41,472,312.42","0.05","41,472,312.42","270,654.00","153.23","United States","NASDAQ","USD","1.00","USD","-"
"CNOB","CONNECTONE BANCORP","Financials","Equity","41,465,694.42","0.05","41,465,694.42","1,301,497.00","31.86","United States","NASDAQ","USD","1.00","USD","-"
"INVA","INNOVIVA","Health Care","Equity","41,312,758.30","0.05","41,312,758.30","1,976,687.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
"NAT","NORDIC AMERICAN TANKERS LTD","Energy","Equity","41,235,762.75","0.05","41,235,762.75","5,404,425.00","7.63","United States","NYSE","USD","1.00","USD","-"
"OCFC","OCEANFIRST FINANCIAL","Financials","Equity","41,159,209.88","0.05","41,159,209.88","2,204,564.00","18.67","United States","NASDAQ","USD","1.00","USD","-"
"EFC","ELLINGTON FINANCIAL","Financials","Equity","41,085,320.85","0.05","41,085,320.85","3,207,285.00","12.81","United States","NYSE","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS","Consumer Discretionary","Equity","41,072,822.48","0.05","41,072,822.48","2,565,448.00","16.01","United States","NYSE","USD","1.00","USD","-"
"NN","NEXTNAV","Information Technology","Equity","40,893,882.96","0.05","40,893,882.96","2,631,524.00","15.54","United States","NASDAQ","USD","1.00","USD","-"
"KMPR","KEMPER","Financials","Equity","40,875,732.00","0.05","40,875,732.00","1,465,080.00","27.90","United States","NYSE","USD","1.00","USD","-"
"BFLY","BUTTERFLY NETWORK CLASS A","Health Care","Equity","40,750,583.64","0.05","40,750,583.64","5,499,404.00","7.41","United States","NYSE","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","40,730,112.60","0.05","40,730,112.60","4,379,582.00","9.30","United States","NYSE","USD","1.00","USD","-"
"AMC","AMC ENTERTAINMENT HOLDINGS INC CLA","Communication","Equity","40,597,525.00","0.05","40,597,525.00","16,239,010.00","2.50","United States","NYSE","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","40,445,595.45","0.05","40,445,595.45","664,677.00","60.85","United States","NYSE","USD","1.00","USD","-"
"ETON","ETON PHARMACEUTCIALS INC","Health Care","Equity","40,259,094.00","0.05","40,259,094.00","698,700.00","57.62","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","40,174,915.20","0.05","40,174,915.20","2,141,520.00","18.76","United States","NYSE","USD","1.00","USD","-"
"APPN","APPIAN CORP CLASS A","Information Technology","Equity","40,166,694.15","0.05","40,166,694.15","1,048,465.00","38.31","United States","NASDAQ","USD","1.00","USD","-"
"SAFT","SAFETY INSURANCE GROUP INC","Financials","Equity","40,167,585.20","0.05","40,167,585.20","388,844.00","103.30","United States","NASDAQ","USD","1.00","USD","-"
"HCSG","HEALTHCARE SERVICES GROUP","Industrials","Equity","40,072,466.80","0.05","40,072,466.80","1,818,170.00","22.04","United States","NASDAQ","USD","1.00","USD","-"
"BTDR","BITDEER TECHNOLOGIES GROUP CLASS A","Information Technology","Equity","40,017,703.00","0.05","40,017,703.00","3,432,050.00","11.66","Singapore","NASDAQ","USD","1.00","USD","-"
"GRC","GORMAN-RUPP","Industrials","Equity","40,019,408.00","0.05","40,019,408.00","559,712.00","71.50","United States","NYSE","USD","1.00","USD","-"
"GT","GOODYEAR TIRE & RUBBER","Consumer Discretionary","Equity","39,980,496.92","0.05","39,980,496.92","7,515,131.00","5.32","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","39,948,350.00","0.05","39,948,350.00","614,590.00","65.00","United States","NYSE","USD","1.00","USD","-"
"AI","C3 AI CLASS A","Information Technology","Equity","39,948,935.33","0.05","39,948,935.33","3,576,449.00","11.17","United States","NYSE","USD","1.00","USD","-"
"ACT","ENACT HOLDINGS INC","Financials","Equity","39,926,118.42","0.05","39,926,118.42","797,406.00","50.07","United States","NASDAQ","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","39,914,163.12","0.05","39,914,163.12","1,191,112.00","33.51","United States","NASDAQ","USD","1.00","USD","-"
"PBI","PITNEY BOWES","Industrials","Equity","39,849,399.18","0.05","39,849,399.18","2,299,446.00","17.33","United States","NYSE","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","39,802,560.42","0.05","39,802,560.42","1,064,809.00","37.38","United States","NYSE","USD","1.00","USD","-"
"TFIN","TRIUMPH FINANCIAL","Financials","Equity","39,797,528.78","0.05","39,797,528.78","602,354.00","66.07","United States","NYSE","USD","1.00","USD","-"
"PEBO","PEOPLES BANCORP INC","Financials","Equity","39,699,285.91","0.05","39,699,285.91","995,219.00","39.89","United States","NASDAQ","USD","1.00","USD","-"
"BLFS","BIOLIFE SOLUTIONS","Health Care","Equity","39,627,144.09","0.05","39,627,144.09","1,118,463.00","35.43","United States","NASDAQ","USD","1.00","USD","-"
"DCH","DAUCH CORPORATION","Consumer Discretionary","Equity","39,517,512.50","0.05","39,517,512.50","6,322,802.00","6.25","United States","NYSE","USD","1.00","USD","-"
"BL","BLACKLINE","Information Technology","Equity","39,449,635.42","0.05","39,449,635.42","1,302,398.00","30.29","United States","NASDAQ","USD","1.00","USD","-"
"PURR","HYPERLIQUID STRATEGIES INC","Health Care","Equity","39,398,169.00","0.05","39,398,169.00","3,324,740.00","11.85","United States","NASDAQ","USD","1.00","USD","-"
"DMRA","DAMORA THERAPEUTICS INC","Health Care","Equity","39,318,787.28","0.05","39,318,787.28","1,384,952.00","28.39","United States","NASDAQ","USD","1.00","USD","-"
"MCRI","MONARCH CASINO AND RESORT","Consumer Discretionary","Equity","39,292,546.72","0.05","39,292,546.72","320,024.00","122.78","United States","NASDAQ","USD","1.00","USD","-"
"NUVB","NUVATION BIO CLASS A","Health Care","Equity","39,061,463.76","0.05","39,061,463.76","6,576,004.00","5.94","United States","NYSE","USD","1.00","USD","-"
"JBLU","JETBLUE AIRWAYS","Industrials","Equity","38,846,723.64","0.05","38,846,723.64","8,909,799.00","4.36","United States","NASDAQ","USD","1.00","USD","-"
"INFQ","INFLEQTION INC","Information Technology","Equity","38,840,583.60","0.05","38,840,583.60","3,082,586.00","12.60","United States","NYSE","USD","1.00","USD","-"
"MQ","MARQETA CLASS A","Financials","Equity","38,670,047.98","0.05","38,670,047.98","2,332,331.00","16.58","United States","NASDAQ","USD","1.00","USD","-"
"ARLO","ARLO TECHNOLOGIES","Information Technology","Equity","38,596,703.68","0.05","38,596,703.68","2,804,993.00","13.76","United States","NYSE","USD","1.00","USD","-"
"MLKN","MILLERKNOLL","Industrials","Equity","38,597,211.10","0.05","38,597,211.10","1,815,485.00","21.26","United States","NASDAQ","USD","1.00","USD","-"
"CVI","CVR ENERGY INC","Energy","Equity","38,506,741.53","0.05","38,506,741.53","791,831.00","48.63","United States","NYSE","USD","1.00","USD","-"
"NVAX","NOVAVAX","Health Care","Equity","38,287,355.75","0.05","38,287,355.75","3,992,425.00","9.59","United States","NASDAQ","USD","1.00","USD","-"
"BAND","BANDWIDTH CLASS A","Communication","Equity","38,192,437.55","0.05","38,192,437.55","779,915.00","48.97","United States","NASDAQ","USD","1.00","USD","-"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","37,859,440.83","0.05","37,859,440.83","5,856,062.00","6.46","United States","NASDAQ","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","37,715,068.72","0.05","37,715,068.72","620,722.00","60.76","United States","NASDAQ","USD","1.00","USD","-"
"CMPR","CIMPRESS PLC","Industrials","Equity","37,587,028.05","0.05","37,587,028.05","446,667.00","84.15","United States","NASDAQ","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP","Communication","Equity","37,527,734.70","0.05","37,527,734.70","4,240,422.00","8.85","United States","NASDAQ","USD","1.00","USD","-"
"ANIP","ANI PHARMACEUTICALS","Health Care","Equity","37,512,640.00","0.05","37,512,640.00","532,850.00","70.40","United States","NASDAQ","USD","1.00","USD","-"
"MBC","MASTERBRAND","Industrials","Equity","37,474,453.20","0.05","37,474,453.20","5,278,092.00","7.10","United States","NYSE","USD","1.00","USD","-"
"LOB","LIVE OAK BANCSHARES","Financials","Equity","37,447,493.60","0.05","37,447,493.60","950,444.00","39.40","United States","NYSE","USD","1.00","USD","-"
"CNMD","CONMED CORP","Health Care","Equity","37,440,162.24","0.05","37,440,162.24","807,248.00","46.38","United States","NYSE","USD","1.00","USD","-"
"XPRO","EXPRO LTD","Energy","Equity","37,300,883.20","0.05","37,300,883.20","2,168,656.00","17.20","United States","NYSE","USD","1.00","USD","-"
"EFOR","EVERFORTH","Information Technology","Equity","37,287,099.45","0.05","37,287,099.45","1,095,069.00","34.05","United States","NYSE","USD","1.00","USD","-"
"HLMN","HILLMAN SOLUTIONS","Industrials","Equity","37,263,832.34","0.05","37,263,832.34","5,168,354.00","7.21","United States","NASDAQ","USD","1.00","USD","-"
"PDFS","PDF SOLUTIONS","Information Technology","Equity","37,233,954.69","0.05","37,233,954.69","869,749.00","42.81","United States","NASDAQ","USD","1.00","USD","-"
"BBAI","BIGBEAR.AI HOLDINGS","Information Technology","Equity","36,994,173.12","0.05","36,994,173.12","12,845,199.00","2.88","United States","NYSE","USD","1.00","USD","-"
"VIA","VIA TRANSPORTATION CLASS A","Information Technology","Equity","36,819,698.93","0.05","36,819,698.93","1,375,409.00","26.77","United States","NYSE","USD","1.00","USD","-"
"SCSC","SCANSOURCE","Information Technology","Equity","36,807,702.75","0.05","36,807,702.75","628,225.00","58.59","United States","NASDAQ","USD","1.00","USD","-"
"GSHD","GOOSEHEAD INSURANCE CLASS A","Financials","Equity","36,642,933.03","0.05","36,642,933.03","611,633.00","59.91","United States","NASDAQ","USD","1.00","USD","-"
"RLJ","RLJ LODGING TRUST REIT","Real Estate","Equity","36,609,431.04","0.05","36,609,431.04","3,352,512.00","10.92","United States","NYSE","USD","1.00","USD","-"
"ADIG","ADI GLOBAL DISTRIBUTION","Information Technology","Equity","36,522,165.35","0.05","36,522,165.35","1,794,701.00","20.35","United States","NYSE","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","36,412,304.22","0.05","36,412,304.22","3,316,239.00","10.98","United States","NYSE","USD","1.00","USD","-"
"EYE","NATIONAL VISION HOLDINGS","Consumer Discretionary","Equity","36,210,802.57","0.05","36,210,802.57","2,068,007.00","17.51","United States","NASDAQ","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","36,082,705.50","0.05","36,082,705.50","890,931.00","40.50","United States","NYSE","USD","1.00","USD","-"
"TPB","TURNING POINT BRANDS","Consumer Staples","Equity","35,935,102.91","0.05","35,935,102.91","497,923.00","72.17","United States","NYSE","USD","1.00","USD","-"
"DLO","DLOCAL CLASS A","Financials","Equity","35,879,335.80","0.05","35,879,335.80","2,417,745.00","14.84","United States","NASDAQ","USD","1.00","USD","-"
"MBIN","MERCHANTS BANCORP","Financials","Equity","35,580,790.38","0.04","35,580,790.38","669,567.00","53.14","United States","NASDAQ","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","35,571,752.15","0.04","35,571,752.15","593,357.00","59.95","United States","NASDAQ","USD","1.00","USD","-"
"TMP","TOMPKINS FINANCIAL CORP","Financials","Equity","35,567,136.00","0.04","35,567,136.00","359,700.00","98.88","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","35,426,000.00","0.04","35,426,000.00","35,426,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"STUB","STUBHUB HOLDINGS INC CLASS A","Communication","Equity","35,357,894.46","0.04","35,357,894.46","5,805,894.00","6.09","United States","NYSE","USD","1.00","USD","-"
"PNTG","PENNANT GROUP","Health Care","Equity","35,345,212.77","0.04","35,345,212.77","881,207.00","40.11","United States","NASDAQ","USD","1.00","USD","-"
"SCL","STEPAN","Materials","Equity","35,309,724.66","0.04","35,309,724.66","577,806.00","61.11","United States","NYSE","USD","1.00","USD","-"
"GCT","GIGACLOUD TECHNOLOGY INC CLASS A","Consumer Discretionary","Equity","35,298,249.12","0.04","35,298,249.12","669,288.00","52.74","United States","NASDAQ","USD","1.00","USD","-"
"ROCK","GIBRALTAR INDUSTRIES","Industrials","Equity","35,255,747.87","0.04","35,255,747.87","783,287.00","45.01","United States","NASDAQ","USD","1.00","USD","-"
"AZTA","AZENTA","Health Care","Equity","35,221,764.24","0.04","35,221,764.24","1,099,306.00","32.04","United States","NASDAQ","USD","1.00","USD","-"
"ALNT","ALLIENT INC","Industrials","Equity","35,221,324.05","0.04","35,221,324.05","388,971.00","90.55","United States","NASDAQ","USD","1.00","USD","-"
"GBX","GREENBRIER","Industrials","Equity","35,159,225.04","0.04","35,159,225.04","816,138.00","43.08","United States","NYSE","USD","1.00","USD","-"
"RAPP","RAPPORT THERAPEUTICS","Health Care","Equity","35,163,436.00","0.04","35,163,436.00","799,169.00","44.00","United States","NASDAQ","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE","Health Care","Equity","35,124,036.61","0.04","35,124,036.61","1,027,319.00","34.19","United States","NYSE","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS","Health Care","Equity","35,041,169.22","0.04","35,041,169.22","3,226,627.00","10.86","United States","NASDAQ","USD","1.00","USD","-"
"ALKT","ALKAMI TECHNOLOGY","Information Technology","Equity","34,994,406.16","0.04","34,994,406.16","1,760,282.00","19.88","United States","NASDAQ","USD","1.00","USD","-"
"ALH","ALLIANCE LAUNDRY HOLDINGS","Industrials","Equity","34,990,617.63","0.04","34,990,617.63","1,645,069.00","21.27","United States","NYSE","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE","Information Technology","Equity","34,705,425.48","0.04","34,705,425.48","2,959,951.00","11.73","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER CLASS A","Consumer Staples","Equity","34,698,234.74","0.04","34,698,234.74","202,511.00","171.34","United States","NYSE","USD","1.00","USD","-"
"AMPL","AMPLITUDE CLASS A","Information Technology","Equity","34,651,207.50","0.04","34,651,207.50","2,538,550.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES CLASS A","Industrials","Equity","34,653,630.42","0.04","34,653,630.42","9,071,631.00","3.82","United States","NASDAQ","USD","1.00","USD","-"
"FIGS","FIGS CLASS A","Consumer Discretionary","Equity","34,633,031.46","0.04","34,633,031.46","2,477,327.00","13.98","United States","NYSE","USD","1.00","USD","-"
"PGEN","PRECIGEN","Health Care","Equity","34,546,050.15","0.04","34,546,050.15","5,043,219.00","6.85","United States","NASDAQ","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY","Health Care","Equity","34,507,724.22","0.04","34,507,724.22","3,205,548.00","10.77","United States","NASDAQ","USD","1.00","USD","-"
"INVX","INNOVEX INTERNATIONAL INC","Energy","Equity","34,454,042.16","0.04","34,454,042.16","1,184,802.00","29.08","United States","NYSE","USD","1.00","USD","-"
"CTBI","COMMUNITY TRUST BANCORP","Financials","Equity","34,346,900.00","0.04","34,346,900.00","441,250.00","77.84","United States","NASDAQ","USD","1.00","USD","-"
