iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MASS","908 DEVICES","Information Technology","Equity","7,374,649.17","0.01","7,374,649.17","757,929.00","9.73","United States","NASDAQ","USD","1.00","USD","-"
"FUNC","FIRST UNITED CORP","Financials","Equity","7,375,511.75","0.01","7,375,511.75","167,435.00","44.05","United States","NASDAQ","USD","1.00","USD","-"
"CRD A","CRAWFORD CLASS A","Financials","Equity","7,366,602.75","0.01","7,366,602.75","591,695.00","12.45","United States","NYSE","USD","1.00","USD","-"
"REI","RING ENERGY INC","Energy","Equity","7,361,100.08","0.01","7,361,100.08","4,842,829.00","1.52","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"SGP","SPYGLASS PHARMA SHS","Health Care","Equity","7,364,817.52","0.01","7,364,817.52","256,972.00","28.66","United States","NASDAQ","USD","1.00","USD","-"
"ASMB","ASSEMBLY BIOSCIENCES INC","Health Care","Equity","7,351,148.48","0.01","7,351,148.48","253,838.00","28.96","United States","NASDAQ","USD","1.00","USD","-"
"JOUT","JOHNSON OUTDOORS INC CLASS A","Consumer Discretionary","Equity","7,328,831.40","0.01","7,328,831.40","164,508.00","44.55","United States","NASDAQ","USD","1.00","USD","-"
"AGEN","AGENUS INC","Health Care","Equity","7,296,991.73","0.01","7,296,991.73","1,023,421.00","7.13","United States","NASDAQ","USD","1.00","USD","-"
"PINE","ALPINE INCOME PROPERTY TRUST INC","Real Estate","Equity","7,283,919.41","0.01","7,283,919.41","397,811.00","18.31","United States","NYSE","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS","Health Care","Equity","7,245,549.00","0.01","7,245,549.00","1,610,122.00","4.50","United States","NASDAQ","USD","1.00","USD","-"
"VNDA","VANDA PHARMACEUTICALS INC","Health Care","Equity","7,236,100.20","0.01","7,236,100.20","1,405,068.00","5.15","United States","NASDAQ","USD","1.00","USD","-"
"USCB","USCB FINANCIAL HOLDINGS INC CLASS","Financials","Equity","7,225,841.70","0.01","7,225,841.70","312,807.00","23.10","United States","NASDAQ","USD","1.00","USD","-"
"TBI","TRUEBLUE INC","Industrials","Equity","7,226,207.95","0.01","7,226,207.95","761,455.00","9.49","United States","NYSE","USD","1.00","USD","-"
"EDIT","EDITAS MEDICINE","Health Care","Equity","7,230,473.66","0.01","7,230,473.66","2,638,859.00","2.74","United States","NASDAQ","USD","1.00","USD","-"
"IKT","INHIBIKASE THERAPEUTICS","Health Care","Equity","7,199,071.96","0.01","7,199,071.96","3,012,164.00","2.39","United States","NASDAQ","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","7,192,647.93","0.01","7,192,647.93","128,739.00","55.87","United States","NASDAQ","USD","1.00","USD","-"
"BLND","BLEND LABS CLASS A","Information Technology","Equity","7,179,052.95","0.01","7,179,052.95","4,951,071.00","1.45","United States","NYSE","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","7,167,668.25","0.01","7,167,668.25","1,246,551.00","5.75","United States","NYSE","USD","1.00","USD","-"
"SMC","SUMMIT MIDSTREAM CORP","Energy","Equity","7,168,145.58","0.01","7,168,145.58","211,014.00","33.97","United States","NYSE","USD","1.00","USD","-"
"IA","INNOVATIVE SOLUTIONS AND SUPPORT I","Industrials","Equity","7,156,543.74","0.01","7,156,543.74","385,382.00","18.57","United States","NASDAQ","USD","1.00","USD","-"
"NXH","NEIGHBORHOOD INTELLIGENCE","Consumer Discretionary","Equity","7,130,171.78","0.01","7,130,171.78","1,972,385.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"RLGT","RADIANT LOGISTIC INC","Industrials","Equity","7,123,644.59","0.01","7,123,644.59","867,679.00","8.21","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ARDT","ARDENT HEALTH INC","Health Care","Equity","7,095,737.00","0.01","7,095,737.00","645,067.00","11.00","United States","NYSE","USD","1.00","USD","-"
"STRO","SUTRO BIOPHARMA INC","Health Care","Equity","7,097,634.30","0.01","7,097,634.30","419,730.00","16.91","United States","NASDAQ","USD","1.00","USD","-"
"PTLO","PORTILLO S INC CLASS A","Consumer Discretionary","Equity","7,079,174.34","0.01","7,079,174.34","1,743,639.00","4.06","United States","NASDAQ","USD","1.00","USD","-"
"MTRX","MATRIX SERVICE","Industrials","Equity","7,066,030.00","0.01","7,066,030.00","706,603.00","10.00","United States","NASDAQ","USD","1.00","USD","-"
"FXNC","FIRST NATIONAL CORP","Financials","Equity","7,045,995.10","0.01","7,045,995.10","224,038.00","31.45","United States","NASDAQ","USD","1.00","USD","-"
"CMRC","BIGCOMMERCE HOLDINGS SERIES","Information Technology","Equity","7,011,426.24","0.01","7,011,426.24","1,926,216.00","3.64","United States","NASDAQ","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","7,014,650.16","0.01","7,014,650.16","1,719,277.00","4.08","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"MYFW","FIRST WESTERN FINANCIAL INC","Financials","Equity","7,001,283.00","0.01","7,001,283.00","227,684.00","30.75","United States","NASDAQ","USD","1.00","USD","-"
"BSVN","BANK7 CORP","Financials","Equity","7,002,774.80","0.01","7,002,774.80","126,770.00","55.24","United States","NASDAQ","USD","1.00","USD","-"
"ASIC","ATEGRITY SPECIALTY INSURANCE COMPA","Financials","Equity","6,924,418.11","0.01","6,924,418.11","247,389.00","27.99","United States","NYSE","USD","1.00","USD","-"
"BKKT","BAKKT INC CLASS A","Financials","Equity","6,903,390.77","0.01","6,903,390.77","834,751.00","8.27","United States","NYSE","USD","1.00","USD","-"
"FOSL","FOSSIL GROUP INC","Consumer Discretionary","Equity","6,903,831.97","0.01","6,903,831.97","1,389,101.00","4.97","United States","NASDAQ","USD","1.00","USD","-"
"HCKT","HACKETT GROUP","Information Technology","Equity","6,872,456.25","0.01","6,872,456.25","598,125.00","11.49","United States","NASDAQ","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","6,877,117.80","0.01","6,877,117.80","18,844.00","364.95","United States","NYSE","USD","1.00","USD","-"
"NRC","NRC HEALTH","Health Care","Equity","6,869,003.59","0.01","6,869,003.59","307,889.00","22.31","United States","NASDAQ","USD","1.00","USD","-"
"JACK","JACK IN THE BOX INC","Consumer Discretionary","Equity","6,871,039.38","0.01","6,871,039.38","468,693.00","14.66","United States","NASDAQ","USD","1.00","USD","-"
"ISBA","ISABELLA BANK CORP","Financials","Equity","6,850,926.45","0.01","6,850,926.45","173,661.00","39.45","United States","NASDAQ","USD","1.00","USD","-"
"OVLY","OAK VALLEY BANCORP","Financials","Equity","6,809,442.36","0.01","6,809,442.36","197,719.00","34.44","United States","NASDAQ","USD","1.00","USD","-"
"CMPX","COMPASS THERAPEUTICS","Health Care","Equity","6,785,030.00","0.01","6,785,030.00","3,461,750.00","1.96","United States","NASDAQ","USD","1.00","USD","-"
"GCBC","GREENE COUNTY BANCORP INC","Financials","Equity","6,771,854.72","0.01","6,771,854.72","190,864.00","35.48","United States","NASDAQ","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","6,775,387.96","0.01","6,775,387.96","3,672,297.00","1.85","United States","NASDAQ","USD","1.00","USD","-"
"LCNB","LCNB CORP","Financials","Equity","6,758,502.27","0.01","6,758,502.27","350,363.00","19.29","United States","NASDAQ","USD","1.00","USD","-"
"CNDT","CONDUENT","Industrials","Equity","6,706,077.74","0.01","6,706,077.74","4,244,353.00","1.58","United States","NASDAQ","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","6,708,229.70","0.01","6,708,229.70","1,698,286.00","3.95","United States","NYSE","USD","1.00","USD","-"
"RPAY","REPAY HOLDINGS CORP CLASS A","Financials","Equity","6,708,843.70","0.01","6,708,843.70","1,813,201.00","3.70","United States","NASDAQ","USD","1.00","USD","-"
"DNUT","KRISPY KREME","Consumer Discretionary","Equity","6,703,881.60","0.01","6,703,881.60","2,094,963.00","3.20","United States","NASDAQ","USD","1.00","USD","-"
"RMNI","RIMINI STREET INC","Information Technology","Equity","6,688,502.80","0.01","6,688,502.80","1,426,120.00","4.69","United States","NASDAQ","USD","1.00","USD","-"
"KINS","KINGSTONE COMPANIES INC","Financials","Equity","6,648,299.72","0.01","6,648,299.72","336,964.00","19.73","United States","NASDAQ","USD","1.00","USD","-"
"NATH","NATHANS FAMOUS INC","Consumer Discretionary","Equity","6,634,843.59","0.01","6,634,843.59","67,489.00","98.31","United States","NASDAQ","USD","1.00","USD","-"
"ANIK","ANIKA THERAPEUTICS INC","Health Care","Equity","6,602,189.49","0.01","6,602,189.49","311,571.00","21.19","United States","NASDAQ","USD","1.00","USD","-"
"TWIN","TWIN DISC INC","Industrials","Equity","6,593,446.70","0.01","6,593,446.70","273,587.00","24.10","United States","NASDAQ","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","6,578,275.22","0.01","6,578,275.22","3,339,226.00","1.97","United States","NASDAQ","USD","1.00","USD","-"
"AVBH","AVIDBANK HOLDINGS INC","Financials","Equity","6,562,541.28","0.01","6,562,541.28","207,544.00","31.62","United States","NASDAQ","USD","1.00","USD","-"
"MGNX","MACROGENICS INC","Health Care","Equity","6,561,710.40","0.01","6,561,710.40","1,562,312.00","4.20","United States","NASDAQ","USD","1.00","USD","-"
"AKBA","AKEBIA THERAPEUTICS INC","Health Care","Equity","6,546,562.59","0.01","6,546,562.59","6,798,798.00","0.96","United States","NASDAQ","USD","1.00","USD","-"
"LRMR","LARIMAR THERAPEUTICS","Health Care","Equity","6,525,240.12","0.01","6,525,240.12","1,726,254.00","3.78","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES CLASS A","Consumer Staples","Equity","6,501,839.60","0.01","6,501,839.60","1,335,080.00","4.87","United States","NYSE","USD","1.00","USD","-"
"FNRN","FIRST NORTHERN COMMUNITY BANCORP","Financials","Equity","6,475,485.98","0.01","6,475,485.98","375,173.00","17.26","United States","NASDAQ","USD","1.00","USD","-"
"FBLA","FB BANCORP","Financials","Equity","6,470,037.89","0.01","6,470,037.89","405,137.00","15.97","United States","NASDAQ","USD","1.00","USD","-"
"BGS","B AND G FOODS INC","Consumer Staples","Equity","6,471,376.64","0.01","6,471,376.64","2,047,904.00","3.16","United States","NYSE","USD","1.00","USD","-"
"BNTC","BENITEC BIOPHARMA INC","Health Care","Equity","6,450,587.12","0.01","6,450,587.12","533,989.00","12.08","United States","NASDAQ","USD","1.00","USD","-"
"ONIT","ONITY GROUP INC","Financials","Equity","6,456,804.90","0.01","6,456,804.90","188,630.00","34.23","United States","NYSE","USD","1.00","USD","-"
"TLS","TELOS CORPORATION CORP","Information Technology","Equity","6,443,502.78","0.01","6,443,502.78","1,501,982.00","4.29","United States","NASDAQ","USD","1.00","USD","-"
"ABEO","ABEONA THERAPEUTICS INC","Health Care","Equity","6,443,666.97","0.01","6,443,666.97","1,186,679.00","5.43","United States","NASDAQ","USD","1.00","USD","-"
"BPRN","PRINCETON BANCORP INC","Financials","Equity","6,437,976.00","0.01","6,437,976.00","147,660.00","43.60","United States","NASDAQ","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","6,381,147.54","0.01","6,381,147.54","290,978.00","21.93","United States","NASDAQ","USD","1.00","USD","-"
"SHOE","SHOE STATION GROUP INC","Consumer Discretionary","Equity","6,372,040.34","0.01","6,372,040.34","493,574.00","12.91","United States","NASDAQ","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","6,367,278.42","0.01","6,367,278.42","1,183,509.00","5.38","United States","NASDAQ","USD","1.00","USD","-"
"WEYS","WEYCO GROUP INC","Consumer Discretionary","Equity","6,345,011.40","0.01","6,345,011.40","143,780.00","44.13","United States","NASDAQ","USD","1.00","USD","-"
"WBTN","WEBTOON ENTERTAINMENT INC","Communication","Equity","6,322,681.30","0.01","6,322,681.30","565,535.00","11.18","United States","NASDAQ","USD","1.00","USD","-"
"AVXL","ANAVEX LIFE SCIENCES CORP","Health Care","Equity","6,292,447.20","0.01","6,292,447.20","2,420,172.00","2.60","United States","NASDAQ","USD","1.00","USD","-"
"RXST","RXSIGHT","Health Care","Equity","6,284,041.34","0.01","6,284,041.34","1,029,327.00","6.11","United States","NASDAQ","USD","1.00","USD","-"
"INNV","INNOVAGE HOLDING CORP","Health Care","Equity","6,282,302.55","0.01","6,282,302.55","583,315.00","10.77","United States","NASDAQ","USD","1.00","USD","-"
"VABK","VIRGINIA NATIONAL BANKSHARES CORP","Financials","Equity","6,158,764.80","0.01","6,158,764.80","125,280.00","49.16","United States","NASDAQ","USD","1.00","USD","-"
"RC","READY CAPITAL CORP","Financials","Equity","6,162,937.09","0.01","6,162,937.09","3,780,943.00","1.63","United States","NYSE","USD","1.00","USD","-"
"IMRX","IMMUNEERING CLASS A","Health Care","Equity","6,135,267.93","0.01","6,135,267.93","1,416,921.00","4.33","United States","NASDAQ","USD","1.00","USD","-"
"OPTU","OPTIMUM COMMUNICATIONS INC CLASS A","Communication","Equity","6,139,988.19","0.01","6,139,988.19","6,213,934.00","0.99","United States","NYSE","USD","1.00","USD","-"
"DMAC","DIAMEDICA THERAPEUTICS INC","Health Care","Equity","6,118,774.20","0.01","6,118,774.20","934,164.00","6.55","United States","NASDAQ","USD","1.00","USD","-"
"RJET","REPUBLIC AIRWAYS HOLDINGS","Industrials","Equity","6,102,663.84","0.01","6,102,663.84","345,956.00","17.64","United States","NASDAQ","USD","1.00","USD","-"
"HLLY","HOLLEY","Consumer Discretionary","Equity","6,105,287.52","0.01","6,105,287.52","2,244,591.00","2.72","United States","NYSE","USD","1.00","USD","-"
"MFIN","MEDALLION FINANCIAL CORP","Financials","Equity","6,086,080.24","0.01","6,086,080.24","504,232.00","12.07","United States","NASDAQ","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","6,077,084.02","0.01","6,077,084.02","1,012,004.00","6.00","United States","NASDAQ","USD","1.00","USD","-"
"WNEB","WESTERN NEW ENGLAND BANCORP INC","Financials","Equity","6,077,131.93","0.01","6,077,131.93","440,053.00","13.81","United States","NASDAQ","USD","1.00","USD","-"
"HBB","HAMILTON BEACH BRANDS HOLDING COMP","Consumer Discretionary","Equity","6,081,608.25","0.01","6,081,608.25","195,865.00","31.05","United States","NYSE","USD","1.00","USD","-"
"DBI","DESIGNER BRANDS CLASS A","Consumer Discretionary","Equity","6,083,047.62","0.01","6,083,047.62","931,554.00","6.53","United States","NYSE","USD","1.00","USD","-"
"DUOT","DUOS TECHNOLOGIES GROUP INC","Information Technology","Equity","6,068,150.24","0.01","6,068,150.24","736,426.00","8.24","United States","NASDAQ","USD","1.00","USD","-"
"JAKK","JAKKS PACIFIC INC","Consumer Discretionary","Equity","6,046,613.25","0.01","6,046,613.25","248,525.00","24.33","United States","NASDAQ","USD","1.00","USD","-"
"IPSC","CENTURY THERAPEUTICS","Health Care","Equity","6,047,786.00","0.01","6,047,786.00","3,023,893.00","2.00","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT","Consumer Discretionary","Equity","6,015,410.94","0.01","6,015,410.94","710,202.00","8.47","United States","NASDAQ","USD","1.00","USD","-"
"FNKO","FUNKO CLASS A","Consumer Discretionary","Equity","6,011,178.24","0.01","6,011,178.24","1,104,996.00","5.44","United States","NASDAQ","USD","1.00","USD","-"
"SHAZ","SHARONAI HOLDINGS INC CLASS A","Information Technology","Equity","5,999,913.53","0.01","5,999,913.53","115,583.00","51.91","United States","NASDAQ","USD","1.00","USD","-"
"ACRE","ARES COMMERCIAL REAL ESTATE REIT C","Financials","Equity","5,979,842.96","0.01","5,979,842.96","1,377,844.00","4.34","United States","NYSE","USD","1.00","USD","-"
"TSSI","TSS INC","Information Technology","Equity","5,960,815.90","0.01","5,960,815.90","705,422.00","8.45","United States","NASDAQ","USD","1.00","USD","-"
"INR","INFINITY NATURAL RESOURCES INC CLA","Energy","Equity","5,954,404.68","0.01","5,954,404.68","410,932.00","14.49","United States","NYSE","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","5,943,103.29","0.01","5,943,103.29","548,763.00","10.83","United States","NASDAQ","USD","1.00","USD","-"
"AVNW","AVIAT NETWORKS INC","Information Technology","Equity","5,944,898.78","0.01","5,944,898.78","300,551.00","19.78","United States","NASDAQ","USD","1.00","USD","-"
"LTBR","LIGHTBRIDGE CORP","Energy","Equity","5,917,836.24","0.01","5,917,836.24","888,564.00","6.66","United States","NASDAQ","USD","1.00","USD","-"
"LMRI","LUMEXA IMAGING HOLDINGS","Health Care","Equity","5,901,853.79","0.01","5,901,853.79","518,161.00","11.39","United States","NASDAQ","USD","1.00","USD","-"
"OSUR","ORASURE TECHNOLOGIES INC","Health Care","Equity","5,905,557.67","0.01","5,905,557.67","1,752,391.00","3.37","United States","NASDAQ","USD","1.00","USD","-"
"COSO","COASTALSOUTH BANCSHARES INC","Financials","Equity","5,906,806.74","0.01","5,906,806.74","214,481.00","27.54","United States","NYSE","USD","1.00","USD","-"
"FULC","FULCRUM THERAPEUTICS","Health Care","Equity","5,890,103.43","0.01","5,890,103.43","1,554,117.00","3.79","United States","NASDAQ","USD","1.00","USD","-"
"CZWI","CITIZENS COMMUNITY BANCORP INC","Financials","Equity","5,864,430.48","0.01","5,864,430.48","268,764.00","21.82","United States","NASDAQ","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","5,856,119.20","0.01","5,856,119.20","453,260.00","12.92","United States","NASDAQ","USD","1.00","USD","-"
"MRBK","MERIDIAN CORP","Financials","Equity","5,852,789.88","0.01","5,852,789.88","296,044.00","19.77","United States","NASDAQ","USD","1.00","USD","-"
"POWW","OUTDOOR HOLDING","Consumer Discretionary","Equity","5,831,614.85","0.01","5,831,614.85","2,712,379.00","2.15","United States","NASDAQ","USD","1.00","USD","-"
"SEVN","SEVEN HILLS REALTY TRUST","Financials","Equity","5,832,435.80","0.01","5,832,435.80","788,167.00","7.40","United States","NASDAQ","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","5,827,550.67","0.01","5,827,550.67","2,398,169.00","2.43","United States","NASDAQ","USD","1.00","USD","-"
"PEBK","PEOPLES BANCORP OF NORTH CAROLINA","Financials","Equity","5,768,874.48","0.01","5,768,874.48","130,488.00","44.21","United States","NASDAQ","USD","1.00","USD","-"
"WYFI","WHITEFIBER INC","Information Technology","Equity","5,758,878.05","0.01","5,758,878.05","327,395.00","17.59","United States","NASDAQ","USD","1.00","USD","-"
"INBK","FIRST INTERNET BANCORP","Financials","Equity","5,760,492.72","0.01","5,760,492.72","200,854.00","28.68","United States","NASDAQ","USD","1.00","USD","-"
"MBI","MBIA INC","Financials","Equity","5,752,161.60","0.01","5,752,161.60","1,237,024.00","4.65","United States","NYSE","USD","1.00","USD","-"
"PPIH","PERMA PIPE INTERNATIONAL HOLDINGS","Industrials","Equity","5,749,344.71","0.01","5,749,344.71","192,737.00","29.83","United States","NASDAQ","USD","1.00","USD","-"
"MGPI","MGP INGREDIENTS","Consumer Staples","Equity","5,735,235.56","0.01","5,735,235.56","386,732.00","14.83","United States","NASDAQ","USD","1.00","USD","-"
"BBCP","CONCRETE PUMPING HOLDINGS INC","Industrials","Equity","5,710,754.49","0.01","5,710,754.49","554,981.00","10.29","United States","NASDAQ","USD","1.00","USD","-"
"LEGH","LEGACY HOUSING CORP","Consumer Discretionary","Equity","5,694,800.91","0.01","5,694,800.91","207,159.00","27.49","United States","NASDAQ","USD","1.00","USD","-"
"ELDN","ELEDON PHARMACEUTICALS INC","Health Care","Equity","5,650,813.85","0.01","5,650,813.85","2,040,005.00","2.77","United States","NASDAQ","USD","1.00","USD","-"
"GEMI","GEMINI SPACE STATION INC CLASS A","Financials","Equity","5,643,649.96","0.01","5,643,649.96","1,173,316.00","4.81","United States","NASDAQ","USD","1.00","USD","-"
"ALEC","ALECTOR","Health Care","Equity","5,636,669.09","0.01","5,636,669.09","2,550,529.00","2.21","United States","NASDAQ","USD","1.00","USD","-"
"OSS","ONE STOP SYSTEMS INC","Information Technology","Equity","5,623,248.96","0.01","5,623,248.96","644,868.00","8.72","United States","NASDAQ","USD","1.00","USD","-"
"IMMR","IMMERSION CORP","Information Technology","Equity","5,625,667.39","0.01","5,625,667.39","780,259.00","7.21","United States","NASDAQ","USD","1.00","USD","-"
"TBCH","TURTLE BEACH","Information Technology","Equity","5,618,831.28","0.01","5,618,831.28","454,598.00","12.36","United States","NASDAQ","USD","1.00","USD","-"
"USAU","US GOLD CORP","Materials","Equity","5,610,711.60","0.01","5,610,711.60","370,344.00","15.15","United States","NASDAQ","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","5,595,423.12","0.01","5,595,423.12","322,317.00","17.36","United States","NYSE","USD","1.00","USD","-"
"BKTI","BK TECHNOLOGIES CORP","Information Technology","Equity","5,585,604.66","0.01","5,585,604.66","77,859.00","71.74","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"EFSI","EAGLE FINANCIAL SERVICES INC","Financials","Equity","5,588,674.05","0.01","5,588,674.05","121,361.00","46.05","United States","NASDAQ","USD","1.00","USD","-"
"ALCO","ALICO INC","Consumer Staples","Equity","5,567,963.84","0.01","5,567,963.84","141,104.00","39.46","United States","NASDAQ","USD","1.00","USD","-"
"ELMT","ELMET GROUP","Industrials","Equity","5,551,601.00","0.01","5,551,601.00","258,214.00","21.50","United States","NASDAQ","USD","1.00","USD","-"
"OPFI","OPPFI INC CLASS A","Financials","Equity","5,520,244.54","0.01","5,520,244.54","709,543.00","7.78","United States","NYSE","USD","1.00","USD","-"
"OFRM","ONCE UPON A FARM PBC","Consumer Staples","Equity","5,525,716.50","0.01","5,525,716.50","325,425.00","16.98","United States","NYSE","USD","1.00","USD","-"
"CV","CAPSOVISION INC","Health Care","Equity","5,504,022.72","0.01","5,504,022.72","845,472.00","6.51","United States","NASDAQ","USD","1.00","USD","-"
"SPOK","SPOK HOLDINGS INC","Communication","Equity","5,504,333.44","0.01","5,504,333.44","505,913.00","10.88","United States","NASDAQ","USD","1.00","USD","-"
"PDYN","PALLADYNE AI CORP","Industrials","Equity","5,490,490.80","0.01","5,490,490.80","963,244.00","5.70","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","5,480,933.12","0.01","5,480,933.12","186,173.00","29.44","United States","NASDAQ","USD","1.00","USD","-"
"APC","ARKO PETROLEUM CORP CLASS A","Consumer Discretionary","Equity","5,477,199.23","0.01","5,477,199.23","293,369.00","18.67","United States","NASDAQ","USD","1.00","USD","-"
"OSG","OCTAVE SPECIALTY GROUP INC","Financials","Equity","5,439,490.00","0.01","5,439,490.00","1,087,898.00","5.00","United States","NYSE","USD","1.00","USD","-"
"SKYH","SKY HARBOUR GROUP CLASS A","Industrials","Equity","5,424,829.02","0.01","5,424,829.02","534,993.00","10.14","United States","NYSE","USD","1.00","USD","-"
"HMH","HMH HOLDING INC CLASS A","Energy","Equity","5,430,596.85","0.01","5,430,596.85","280,651.00","19.35","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO","Communication","Equity","5,418,439.26","0.01","5,418,439.26","2,029,378.00","2.67","United States","NASDAQ","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS","Health Care","Equity","5,419,497.15","0.01","5,419,497.15","768,723.00","7.05","United States","NASDAQ","USD","1.00","USD","-"
"EVEX","EVE HOLDING","Industrials","Equity","5,376,638.00","0.01","5,376,638.00","2,536,150.00","2.12","United States","NYSE","USD","1.00","USD","-"
"PCYO","PURE CYCLE CORP","Utilities","Equity","5,353,305.10","0.01","5,353,305.10","484,462.00","11.05","United States","NASDAQ","USD","1.00","USD","-"
"INFU","INFUSYSTEM HOLDINGS INC","Health Care","Equity","5,354,413.75","0.01","5,354,413.75","437,095.00","12.25","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"UPB","UPSTREAM BIO","Health Care","Equity","5,356,227.38","0.01","5,356,227.38","921,898.00","5.81","United States","NASDAQ","USD","1.00","USD","-"
"PLX","PROTALIX BIOTHERAPEUTICS","Health Care","Equity","5,358,684.11","0.01","5,358,684.11","1,934,543.00","2.77","Israel","Nyse Mkt Llc","USD","1.00","USD","-"
"TARA","PROTARA THERAPEUTICS INC","Health Care","Equity","5,339,128.46","0.01","5,339,128.46","1,365,506.00","3.91","United States","NASDAQ","USD","1.00","USD","-"
"CMDB","COSTAMARE BULKERS HOLDINGS LTD","Industrials","Equity","5,328,524.16","0.01","5,328,524.16","220,096.00","24.21","Monaco","NYSE","USD","1.00","USD","-"
"TLSI","TRISALUS LF SC CM A","Health Care","Equity","5,332,702.59","0.01","5,332,702.59","1,117,967.00","4.77","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS","Health Care","Equity","5,328,325.99","0.01","5,328,325.99","475,319.00","11.21","United States","NASDAQ","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","5,317,332.42","0.01","5,317,332.42","397,409.00","13.38","United States","NASDAQ","USD","1.00","USD","-"
"ASUR","ASURE SOFTWARE INC","Industrials","Equity","5,307,476.46","0.01","5,307,476.46","618,587.00","8.58","United States","NASDAQ","USD","1.00","USD","-"
"OPBK","OP BANCORP","Financials","Equity","5,307,964.20","0.01","5,307,964.20","344,673.00","15.40","United States","NASDAQ","USD","1.00","USD","-"
"SMRT","SMARTRENT INC CLASS A","Information Technology","Equity","5,309,144.84","0.01","5,309,144.84","4,576,849.00","1.16","United States","NYSE","USD","1.00","USD","-"
"PMTS","CPI CARD GROUP INC","Information Technology","Equity","5,311,581.44","0.01","5,311,581.44","218,944.00","24.26","United States","NASDAQ","USD","1.00","USD","-"
"KWY","KINGSWAY CORP","Financials","Equity","5,303,615.12","0.01","5,303,615.12","537,892.00","9.86","United States","NYSE","USD","1.00","USD","-"
"LOVE","LOVESAC COMPANY","Consumer Discretionary","Equity","5,303,912.64","0.01","5,303,912.64","361,056.00","14.69","United States","NASDAQ","USD","1.00","USD","-"
"NATR","NATURES SUNSHINE PRODUCTS INC","Consumer Staples","Equity","5,273,395.30","0.01","5,273,395.30","392,074.00","13.45","United States","NASDAQ","USD","1.00","USD","-"
"CDZI","CADIZ INC","Utilities","Equity","5,270,893.20","0.01","5,270,893.20","1,464,137.00","3.60","United States","NASDAQ","USD","1.00","USD","-"
"EIKN","EIKON THERAPEUTICS","Health Care","Equity","5,237,256.96","0.01","5,237,256.96","559,536.00","9.36","United States","NASDAQ","USD","1.00","USD","-"
"CHPT","CHARGEPOINT HOLDINGS INC CLASS A","Industrials","Equity","5,195,038.16","0.01","5,195,038.16","587,674.00","8.84","United States","NYSE","USD","1.00","USD","-"
"NXDT","NEXPOINT DIVERSIFIED REAL ESTATE T","Real Estate","Equity","5,185,362.52","0.01","5,185,362.52","989,573.00","5.24","United States","NYSE","USD","1.00","USD","-"
"FCAP","FIRST CAPITAL INC","Financials","Equity","5,173,936.32","0.01","5,173,936.32","84,376.00","61.32","United States","NASDAQ","USD","1.00","USD","-"
"SMHI","SEACOR MARINE HOLDINGS INC","Energy","Equity","5,164,878.88","0.01","5,164,878.88","547,127.00","9.44","United States","NYSE","USD","1.00","USD","-"
